prefix,size,run,iteration,incremental.total[ms],incremental.result,incremental.sync[ms],incremental.prop[ms],incremental.timeout,standalone.total[ms],standalone.result,standalone.sync[ms],standalone.prop[ms],standalone.timeout,problog.total[ms],problog.result,problog.trafo[ms],problog.evaluation[ms],problog.timeout
SAT,40,0,0,50.644252,0.05566329013014396,2.71493,27.379596000000003,false,,,,,,628.29563,0.055663290130144,2.778024,625.517606,false
SAT,40,1,0,72.11396,0.07674567239782464,2.4095720000000003,48.678377,false,,,,,,896.771921,0.076745672397825,2.328515,894.443406,false
SAT,40,2,0,53.268260999999995,0.07520992685149303,2.4393350000000003,34.74054,false,,,,,,904.1133980000001,0.075209926851493,2.040239,902.073159,false
SAT,40,3,0,30.430256,0.057617904815021624,2.792062,10.526699,false,,,,,,541.411419,0.057617904815022,1.619425,539.7919939999999,false
SAT,40,4,0,98.327494,0.09840775255259669,2.4396999999999998,77.944014,false,,,,,,1579.8591259999998,0.098407752552596,1.6427919999999998,1578.216334,false
SAT,40,5,0,26.979205999999998,0.020592275593199705,2.695552,4.992725,false,,,,,,254.80659,0.0205922755932,1.592145,253.214445,false
SAT,40,6,0,25.308571,0.016777479831460232,2.547698,6.689335,false,,,,,,229.157334,0.01677747983146,1.546738,227.610596,false
SAT,40,7,0,494.772989,0.14662199468012926,2.2907669999999998,475.744791,false,,,,,,7312.87566,0.146621994680131,1.333499,7311.542161,false
SAT,40,8,0,30.246423999999998,0.02860724872474822,2.341835,10.722935999999999,false,,,,,,367.682887,0.028607248724747,1.428573,366.254314,false
SAT,40,9,0,29.573763,0.039784933560618276,2.373413,13.632972,false,,,,,,390.79051,0.039784933560619,1.5718050000000001,389.218705,false
SAT,40,10,0,31.923676,0.041361157021690756,2.458875,10.631094,false,,,,,,381.520233,0.04136115702169,1.483054,380.037179,false
SAT,40,11,0,145.703706,0.07698439503933807,2.236836,127.105528,false,,,,,,898.248936,0.076984395039338,1.645288,896.603648,false
SAT,40,12,0,127.709344,0.07542256708018628,2.333463,110.879233,false,,,,,,903.182007,0.075422567080186,1.365385,901.8166219999999,false
SAT,40,13,0,30.00833,0.05665216320075844,2.199746,14.946481,false,,,,,,552.3042780000001,0.056652163200757,1.4343869999999999,550.8698909999999,false
SAT,40,14,0,47.777105000000006,0.05647717126612087,2.195419,31.708073,false,,,,,,554.264997,0.05647717126612,1.380409,552.884588,false
SAT,40,15,0,85.961634,0.07661818246848608,2.237854,67.021328,false,,,,,,902.537645,0.076618182468486,1.299069,901.238576,false
SAT,40,16,0,70.222694,0.07630355199743573,2.089445,55.761521,false,,,,,,877.5877489999999,0.076303551997434,1.373108,876.2146409999999,false
SAT,40,17,0,195.96456099999997,0.09955020622063825,2.4491300000000003,180.826097,false,,,,,,1601.114224,0.099550206220638,1.7245570000000001,1599.389667,false
SAT,40,18,0,97.561966,0.0994676351938715,2.432849,80.540972,false,,,,,,1696.312564,0.099467635193871,1.623863,1694.6887009999998,false
SAT,40,19,0,26.391135,0.03949188058254079,2.307708,11.584243,false,,,,,,810.463159,0.039491880582541,1.4276520000000001,809.0355069999999,false
SAT,40,20,0,69.210984,0.05544162516526966,2.5783690000000004,47.689569999999996,false,,,,,,555.231792,0.05544162516527,1.497626,553.734166,false
SAT,40,21,0,44.833176,0.03986326953727866,2.45362,28.962827,false,,,,,,384.937115,0.039863269537278,1.454172,383.48294300000003,false
SAT,40,22,0,34.701699,0.05729006333957753,2.240951,19.037651999999998,false,,,,,,558.5967800000001,0.057290063339577,1.5231590000000002,557.073621,false
SAT,40,23,0,47.167527,0.04097830568185505,2.285087,24.918151,false,,,,,,390.918236,0.040978305681854,1.428778,389.48945799999996,false
SAT,40,24,0,34.517921,0.0740362192833234,2.437304,14.27886,false,,,,,,874.466082,0.074036219283324,1.48207,872.984012,false
SAT,40,25,0,30.653218000000003,0.028175384437616083,2.318449,7.797124,false,,,,,,292.99870400000003,0.028175384437616,1.298697,291.70000699999997,false
SAT,40,26,0,36.579722000000004,0.040071672279683175,2.799813,18.471812000000003,false,,,,,,393.892777,0.040071672279683,1.3714169999999999,392.52135999999996,false
SAT,40,27,0,28.744332999999997,0.0566334452360645,2.3020639999999997,9.664946,false,,,,,,549.268347,0.056633445236063,1.2710830000000002,547.997264,false
SAT,40,28,0,106.250936,0.09728601129677739,2.244421,88.10930400000001,false,,,,,,1635.640676,0.097286011296777,1.2605840000000001,1634.3800919999999,false
SAT,40,29,0,46.968069,0.07422642604263076,2.266801,26.61273,false,,,,,,892.37791,0.074226426042631,1.525698,890.852212,false
SAT,40,30,0,33.068076,0.03914839648592001,2.356558,17.137588,false,,,,,,390.03988799999996,0.039148396485921,1.290317,388.749571,false
SAT,40,31,0,41.404574000000004,0.07339120482548324,2.15493,25.981619,false,,,,,,888.544121,0.073391204825483,1.2867739999999999,887.257347,false
SAT,40,32,0,74.428924,0.0773369547765029,2.625437,57.972507,false,,,,,,901.469884,0.077336954776503,1.378131,900.091753,false
SAT,40,33,0,67.17349800000001,0.05674569552801112,2.453744,46.250552000000006,false,,,,,,554.7629840000001,0.05674569552801,1.3273810000000001,553.435603,false
SAT,40,34,0,63.506432999999994,0.07690332512522367,2.328011,44.95945,false,,,,,,913.860076,0.076903325125223,1.225774,912.634302,false
SAT,40,35,0,25.585394,0.040807829154555955,2.4534789999999997,7.92786,false,,,,,,399.298583,0.040807829154556,1.422679,397.875904,false
SAT,40,36,0,24.336936,0.027714193099294772,2.162274,4.653903000000001,false,,,,,,292.04477,0.027714193099295,1.395459,290.649311,false
SAT,40,37,0,141.965835,0.11963730012991723,2.5995340000000002,127.417641,false,,,,,,3051.141871,0.119637300129918,1.464809,3049.6770619999998,false
SAT,40,38,0,527.47138,0.0764228763031872,2.034199,511.953082,false,,,,,,951.723404,0.076422876303188,1.114602,950.608802,false
SAT,40,39,0,213.348201,0.0943060955051428,2.008865,193.573565,false,,,,,,1604.686318,0.094306095505142,1.4113499999999999,1603.2749680000002,false
SAT,40,40,0,40.187386,0.06860535367236528,1.905053,22.97297,false,,,,,,1054.005435,0.068605353672365,1.272664,1052.732771,false
SAT,40,41,0,199.74897,0.1219906339762819,2.046205,181.746573,false,,,,,,3167.203973,0.121990633976283,1.2418289999999998,3165.962144,false
SAT,40,42,0,41.73601,0.04015570692007668,2.271297,19.622887,false,,,,,,463.027017,0.040155706920077,1.258804,461.768213,false
SAT,40,43,0,41.143845,0.02773802122791413,2.151217,21.337051,false,,,,,,297.75394,0.027738021227914,1.151596,296.60234399999996,false
SAT,40,44,0,264.421002,0.09847397298693722,2.152186,246.278581,false,,,,,,1598.091979,0.098473972986938,1.4347260000000002,1596.657253,false
SAT,40,45,0,28.123632,0.04045792048417235,2.067136,11.727824,false,,,,,,462.26430300000004,0.040457920484171,1.343016,460.921287,false
SAT,40,46,0,115.702236,0.11766550559960547,2.15416,101.112742,false,,,,,,3107.1271150000002,0.117665505599605,1.354841,3105.7722740000004,false
SAT,40,47,0,54.325667,0.04024807931455856,2.236595,34.883442,false,,,,,,462.001349,0.040248079314559,1.281646,460.719703,false
SAT,40,48,0,48.030823,0.0775598669682556,2.09821,33.302527999999995,false,,,,,,896.453027,0.077559866968255,1.250566,895.202461,false
SAT,40,49,0,27.739424,0.0375245991945176,2.248214,10.066469999999999,false,,,,,,400.71440500000006,0.037524599194517,1.3284760000000002,399.385929,false
SAT,40,50,0,42.882512999999996,0.03915626765517308,2.291433,26.811092000000002,false,,,,,,387.67396,0.039156267655174,1.359688,386.314272,false
